location,section,name,serving_size,calories,total_fat,protein,carbs,sugars,ingredients,raw_nutrition_text
Berry Café,Hot Beverages,Light Roast Coffee,12 oz,0,0g,0g,0g,0g,"Water, Light Roast Coffee, 8oz Pillow Pack (DECAFFEINATED COFFEE BEANS)","Nutrition Facts
Serving Size
12 oz
Amount per serving
Calories
0
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 0mg
0%
Total Carbohydrate 0g
0%
Dietary Fiber 0g
0%
Total Sugars 0g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Water, Light Roast Coffee, 8oz Pillow Pack (DECAFFEINATED COFFEE BEANS)"
Berry Café,Hot Beverages,Medium Roast Coffee,12 oz,0,0g,0g,0g,0g,"Water, Medium Roast Coffee, 8oz Pillow Pack","Nutrition Facts
Serving Size
12 oz
Amount per serving
Calories
0
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 0mg
0%
Total Carbohydrate 0g
0%
Dietary Fiber 0g
0%
Total Sugars 0g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Water, Medium Roast Coffee, 8oz Pillow Pack"
Berry Café,Hot Beverages,Dark Roast Coffee,12 oz,0,0g,0g,0g,0g,"Water, Dark Roast Coffee, 8oz Pillow Pack (DECAFFEINATED COFFEE BEANS)","Nutrition Facts
Serving Size
12 oz
Amount per serving
Calories
0
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 0mg
0%
Total Carbohydrate 0g
0%
Dietary Fiber 0g
0%
Total Sugars 0g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Water, Dark Roast Coffee, 8oz Pillow Pack (DECAFFEINATED COFFEE BEANS)"
Berry Café,Hot Beverages,Large Americano,23.4 oz,0,0g,0g,0g,0g,"Water, Cup, Hot 20oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
23.4 oz
Amount per serving
Calories
0
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 0mg
0%
Total Carbohydrate 0g
0%
Dietary Fiber 0g
0%
Total Sugars 0g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Water, Cup, Hot 20oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Small Cafe Latte with 2% Milk,12.2 oz,138,6g,9g,14g,14g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 12oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
12.2 oz
Amount per serving
Calories
138
% Daily Value *
Total Fat 6g
9%
Saturated Fat 3.4g
17%
Trans Fat 0g
Cholesterol 23mg
8%
Sodium 132mg
6%
Total Carbohydrate 14g
5%
Dietary Fiber 0g
0%
Total Sugars 14g
Includes 0g Added Sugars
0%
Protein 9g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 12oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Medium Cafe Latte with 2% Milk,17.9 oz,184,8g,12g,18g,18g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 16oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
17.9 oz
Amount per serving
Calories
184
% Daily Value *
Total Fat 8g
12%
Saturated Fat 4.6g
23%
Trans Fat 0g
Cholesterol 31mg
10%
Sodium 176mg
8%
Total Carbohydrate 18g
6%
Dietary Fiber 0g
0%
Total Sugars 18g
Includes 0g Added Sugars
0%
Protein 12g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 16oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Large Cafe Latte with 2% Milk,23.6 oz,230,10g,15g,23g,23g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 20oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
23.6 oz
Amount per serving
Calories
230
% Daily Value *
Total Fat 10g
16%
Saturated Fat 6g
30%
Trans Fat 0g
Cholesterol 38mg
13%
Sodium 220mg
10%
Total Carbohydrate 23g
8%
Dietary Fiber 0g
0%
Total Sugars 23g
Includes 0g Added Sugars
0%
Protein 15g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 20oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Small Cafe Mocha with 2% Milk,11.6 oz,227,6g,8g,34g,34g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Chocolate Sauce, Hollander (Inverted cane sugar, water, dutched cocoa, chocolate, sea salt, natural flavor, natural vanilla. Contains less than 0.1%: potassium sorbate.), Topping, Whipped Cream, Non-dairy (Water, Hydrogenated Palm Kernel Oil, Sugar, Contains less than 1% of: Sodium Caseinate (a milk derivative), Polysorbate 60, Mono and Diglycerides, Sorbitan Monostearate, Disodium Phosphate, Hexaglyceryl Distearate, Artificial Flavor, Carrageenan, Beta Carotene (color). Propellant: Nitrous Oxide) (Dairy), Cup, Hot 12oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
11.6 oz
Amount per serving
Calories
227
% Daily Value *
Total Fat 6g
9%
Saturated Fat 3.6g
18%
Trans Fat 0g
Cholesterol 18mg
6%
Sodium 122mg
5%
Total Carbohydrate 34g
11%
Dietary Fiber 0g
0%
Total Sugars 34g
Includes 1g Added Sugars
2%
Protein 8g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Chocolate Sauce, Hollander (Inverted cane sugar, water, dutched cocoa, chocolate, sea salt, natural flavor, natural vanilla. Contains less than 0.1%: potassium sorbate.), Topping, Whipped Cream, Non-dairy (Water, Hydrogenated Palm Kernel Oil, Sugar, Contains less than 1% of: Sodium Caseinate (a milk derivative), Polysorbate 60, Mono and Diglycerides, Sorbitan Monostearate, Disodium Phosphate, Hexaglyceryl Distearate, Artificial Flavor, Carrageenan, Beta Carotene (color). Propellant: Nitrous Oxide) (Dairy), Cup, Hot 12oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Medium Cafe Mocha with 2% Milk,16.9 oz,311,8g,11g,48g,48g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Chocolate Sauce, Hollander (Inverted cane sugar, water, dutched cocoa, chocolate, sea salt, natural flavor, natural vanilla. Contains less than 0.1%: potassium sorbate.), Topping, Whipped Cream, Non-dairy (Water, Hydrogenated Palm Kernel Oil, Sugar, Contains less than 1% of: Sodium Caseinate (a milk derivative), Polysorbate 60, Mono and Diglycerides, Sorbitan Monostearate, Disodium Phosphate, Hexaglyceryl Distearate, Artificial Flavor, Carrageenan, Beta Carotene (color). Propellant: Nitrous Oxide) (Dairy), Cup, Hot 16oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
16.9 oz
Amount per serving
Calories
311
% Daily Value *
Total Fat 8g
12%
Saturated Fat 4.4g
22%
Trans Fat 0g
Cholesterol 23mg
8%
Sodium 161mg
7%
Total Carbohydrate 48g
16%
Dietary Fiber 0g
0%
Total Sugars 48g
Includes 1g Added Sugars
2%
Protein 11g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Chocolate Sauce, Hollander (Inverted cane sugar, water, dutched cocoa, chocolate, sea salt, natural flavor, natural vanilla. Contains less than 0.1%: potassium sorbate.), Topping, Whipped Cream, Non-dairy (Water, Hydrogenated Palm Kernel Oil, Sugar, Contains less than 1% of: Sodium Caseinate (a milk derivative), Polysorbate 60, Mono and Diglycerides, Sorbitan Monostearate, Disodium Phosphate, Hexaglyceryl Distearate, Artificial Flavor, Carrageenan, Beta Carotene (color). Propellant: Nitrous Oxide) (Dairy), Cup, Hot 16oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Large Cafe Mocha with 2% Milk,23.2 oz,411,11g,14g,64g,64g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Chocolate Sauce, Hollander (Inverted cane sugar, water, dutched cocoa, chocolate, sea salt, natural flavor, natural vanilla. Contains less than 0.1%: potassium sorbate.), Topping, Whipped Cream, Non-dairy (Water, Hydrogenated Palm Kernel Oil, Sugar, Contains less than 1% of: Sodium Caseinate (a milk derivative), Polysorbate 60, Mono and Diglycerides, Sorbitan Monostearate, Disodium Phosphate, Hexaglyceryl Distearate, Artificial Flavor, Carrageenan, Beta Carotene (color). Propellant: Nitrous Oxide) (Dairy), Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
23.2 oz
Amount per serving
Calories
411
% Daily Value *
Total Fat 11g
17%
Saturated Fat 6g
30%
Trans Fat 0g
Cholesterol 31mg
10%
Sodium 215mg
9%
Total Carbohydrate 64g
21%
Dietary Fiber 0g
0%
Total Sugars 64g
Includes 1g Added Sugars
2%
Protein 14g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Chocolate Sauce, Hollander (Inverted cane sugar, water, dutched cocoa, chocolate, sea salt, natural flavor, natural vanilla. Contains less than 0.1%: potassium sorbate.), Topping, Whipped Cream, Non-dairy (Water, Hydrogenated Palm Kernel Oil, Sugar, Contains less than 1% of: Sodium Caseinate (a milk derivative), Polysorbate 60, Mono and Diglycerides, Sorbitan Monostearate, Disodium Phosphate, Hexaglyceryl Distearate, Artificial Flavor, Carrageenan, Beta Carotene (color). Propellant: Nitrous Oxide) (Dairy), Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Small Cappuccino with 2% Milk,12.2 oz,138,6g,9g,14g,14g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 12oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
12.2 oz
Amount per serving
Calories
138
% Daily Value *
Total Fat 6g
9%
Saturated Fat 3.4g
17%
Trans Fat 0g
Cholesterol 23mg
8%
Sodium 132mg
6%
Total Carbohydrate 14g
5%
Dietary Fiber 0g
0%
Total Sugars 14g
Includes 0g Added Sugars
0%
Protein 9g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 12oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Medium Cappuccino with 2% Milk,17.9 oz,184,8g,12g,18g,18g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 16oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
17.9 oz
Amount per serving
Calories
184
% Daily Value *
Total Fat 8g
12%
Saturated Fat 4.6g
23%
Trans Fat 0g
Cholesterol 31mg
10%
Sodium 176mg
8%
Total Carbohydrate 18g
6%
Dietary Fiber 0g
0%
Total Sugars 18g
Includes 0g Added Sugars
0%
Protein 12g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 16oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Large Cappuccino with 2% Milk,23.6 oz,230,10g,15g,23g,23g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 20oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
23.6 oz
Amount per serving
Calories
230
% Daily Value *
Total Fat 10g
16%
Saturated Fat 6g
30%
Trans Fat 0g
Cholesterol 38mg
13%
Sodium 220mg
10%
Total Carbohydrate 23g
8%
Dietary Fiber 0g
0%
Total Sugars 23g
Includes 0g Added Sugars
0%
Protein 15g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Cup, Hot 20oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Small Carmilla Macchiato with 2% Milk,12.3 oz,316,4.9g,8g,61g,59g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Syrup, Vanilla (VANILLA SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL VANILLA EXTRACT), Caramel Sauce, Hollander (Inverted cane sugar, sweetened condensed milk (rBST free), sea salt. Contains less than 1%combined: natural flavor, acacia tree gum, naturally caramelized cane sugar. Contains less than 0.1%: potassiumsorbate) (Dairy), Syrup, Caramel Monin (CARAMEL SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL CARAMEL FLAVOR), Cup, Hot 12oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
12.3 oz
Amount per serving
Calories
316
% Daily Value *
Total Fat 4.9g
8%
Saturated Fat 2.7g
14%
Trans Fat 0g
Cholesterol 20mg
7%
Sodium 149mg
6%
Total Carbohydrate 61g
20%
Dietary Fiber 0g
0%
Total Sugars 59g
Includes 0g Added Sugars
0%
Protein 8g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Syrup, Vanilla (VANILLA SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL VANILLA EXTRACT), Caramel Sauce, Hollander (Inverted cane sugar, sweetened condensed milk (rBST free), sea salt. Contains less than 1%combined: natural flavor, acacia tree gum, naturally caramelized cane sugar. Contains less than 0.1%: potassiumsorbate) (Dairy), Syrup, Caramel Monin (CARAMEL SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL CARAMEL FLAVOR), Cup, Hot 12oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Medium Carmilla Macchiato with 2% Milk,17.4 oz,396,6g,10g,76g,74g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Syrup, Vanilla (VANILLA SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL VANILLA EXTRACT), Caramel Sauce, Hollander (Inverted cane sugar, sweetened condensed milk (rBST free), sea salt. Contains less than 1%combined: natural flavor, acacia tree gum, naturally caramelized cane sugar. Contains less than 0.1%: potassiumsorbate) (Dairy), Syrup, Caramel Monin (CARAMEL SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL CARAMEL FLAVOR), Cup, Hot 16oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
17.4 oz
Amount per serving
Calories
396
% Daily Value *
Total Fat 6g
9%
Saturated Fat 3.4g
17%
Trans Fat 0g
Cholesterol 25mg
8%
Sodium 178mg
8%
Total Carbohydrate 76g
25%
Dietary Fiber 0g
0%
Total Sugars 74g
Includes 0g Added Sugars
0%
Protein 10g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Syrup, Vanilla (VANILLA SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL VANILLA EXTRACT), Caramel Sauce, Hollander (Inverted cane sugar, sweetened condensed milk (rBST free), sea salt. Contains less than 1%combined: natural flavor, acacia tree gum, naturally caramelized cane sugar. Contains less than 0.1%: potassiumsorbate) (Dairy), Syrup, Caramel Monin (CARAMEL SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL CARAMEL FLAVOR), Cup, Hot 16oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Large Carmilla Macchiato with 2% Milk,22.4 oz,477,8g,12g,91g,88g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Syrup, Vanilla (VANILLA SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL VANILLA EXTRACT), Caramel Sauce, Hollander (Inverted cane sugar, sweetened condensed milk (rBST free), sea salt. Contains less than 1%combined: natural flavor, acacia tree gum, naturally caramelized cane sugar. Contains less than 0.1%: potassiumsorbate) (Dairy), Syrup, Caramel Monin (CARAMEL SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL CARAMEL FLAVOR), Cup, Hot 20oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
22.4 oz
Amount per serving
Calories
477
% Daily Value *
Total Fat 8g
12%
Saturated Fat 4.2g
21%
Trans Fat 0g
Cholesterol 30mg
10%
Sodium 208mg
9%
Total Carbohydrate 91g
30%
Dietary Fiber 0g
0%
Total Sugars 88g
Includes 0g Added Sugars
0%
Protein 12g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Syrup, Vanilla (VANILLA SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL VANILLA EXTRACT), Caramel Sauce, Hollander (Inverted cane sugar, sweetened condensed milk (rBST free), sea salt. Contains less than 1%combined: natural flavor, acacia tree gum, naturally caramelized cane sugar. Contains less than 0.1%: potassiumsorbate) (Dairy), Syrup, Caramel Monin (CARAMEL SYRUP: PURE CANE SUGAR, WATER, NATURAL FLAVORS, NATURAL CARAMEL FLAVOR), Cup, Hot 20oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
Berry Café,Hot Beverages,Small Buckeye Mocha with 2% Milk,10.9 oz,234,6g,7g,39g,39g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Chocolate Sauce, Hollander (Inverted cane sugar, water, dutched cocoa, chocolate, sea salt, natural flavor, natural vanilla. Contains less than 0.1%: potassium sorbate.), Syrup, Peanut Butter Davinci (PEANUT BUTTER SYRUP: Pure Cane SugarWaterCitric AcidSodium Benzoate (preservative)Potassium Sorbate (preservative)Caramel ColorNatural and Artificial Flavor) (Peanuts), Topping, Whipped Cream, Non-dairy (Water, Hydrogenated Palm Kernel Oil, Sugar, Contains less than 1% of: Sodium Caseinate (a milk derivative), Polysorbate 60, Mono and Diglycerides, Sorbitan Monostearate, Disodium Phosphate, Hexaglyceryl Distearate, Artificial Flavor, Carrageenan, Beta Carotene (color). Propellant: Nitrous Oxide) (Dairy), Cup, Hot 12oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)","Nutrition Facts
Serving Size
10.9 oz
Amount per serving
Calories
234
% Daily Value *
Total Fat 6g
9%
Saturated Fat 3.2g
16%
Trans Fat 0g
Cholesterol 15mg
5%
Sodium 103mg
4%
Total Carbohydrate 39g
13%
Dietary Fiber 0g
0%
Total Sugars 39g
Includes 1g Added Sugars
2%
Protein 7g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK) (Dairy), Water, Chocolate Sauce, Hollander (Inverted cane sugar, water, dutched cocoa, chocolate, sea salt, natural flavor, natural vanilla. Contains less than 0.1%: potassium sorbate.), Syrup, Peanut Butter Davinci (PEANUT BUTTER SYRUP: Pure Cane SugarWaterCitric AcidSodium Benzoate (preservative)Potassium Sorbate (preservative)Caramel ColorNatural and Artificial Flavor) (Peanuts), Topping, Whipped Cream, Non-dairy (Water, Hydrogenated Palm Kernel Oil, Sugar, Contains less than 1% of: Sodium Caseinate (a milk derivative), Polysorbate 60, Mono and Diglycerides, Sorbitan Monostearate, Disodium Phosphate, Hexaglyceryl Distearate, Artificial Flavor, Carrageenan, Beta Carotene (color). Propellant: Nitrous Oxide) (Dairy), Cup, Hot 12oz, Lid, Hot 12-16-20oz, Coffee Clutch, Logo, Coffee, Espresso Cordellera (COFFEE BEANS)"
